,pmcid,entity,score,index,word,start,end
62,PMC4397698.txt,B-PROTEIN,0.5227076,62,▁LIP,228,232
63,PMC4397698.txt,B-PROTEIN,0.5082458,63,US,232,234
64,PMC4397698.txt,B-PROTEIN,0.5603646,2,250,1,4
65,PMC4397698.txt,B-PROTEIN,0.59336203,4,▁sc,5,8
66,PMC4397698.txt,B-DISEASE_DISORDER,0.56790644,84,▁blood,401,407
67,PMC4397698.txt,B-DISEASE_DISORDER,0.5837798,86,brain,408,413
68,PMC4397698.txt,B-PROTEIN,0.5478805,40,▁tri,191,195
69,PMC4397698.txt,B-PROTEIN,0.7335333,33,▁Acetyl,117,124
70,PMC4397698.txt,B-PROTEIN,0.63630354,34,cholinesterase,124,138
71,PMC4397698.txt,B-PROTEIN,0.66199857,39,▁Ach,160,164
72,PMC4397698.txt,B-PROTEIN,0.53788257,40,E,164,165
73,PMC4397698.txt,B-DISEASE_DISORDER,0.5006683,48,▁cholinergic,198,210
74,PMC4397698.txt,I-DISEASE_DISORDER,0.68986243,49,▁neurons,210,218
75,PMC4397698.txt,B-DISEASE_DISORDER,0.55341625,52,▁for,225,229
76,PMC4397698.txt,B-PROTEIN,0.5843334,97,thio,410,414
77,PMC4397698.txt,B-PROTEIN,0.57112855,75,choline,301,308
78,PMC4397698.txt,B-PROTEIN,0.66698986,25,▁peptides,108,117
79,PMC4397698.txt,B-PROTEIN,0.6847583,10,▁he,43,46
80,PMC4397698.txt,B-PROTEIN,0.59967476,11,mat,46,49
81,PMC4397698.txt,B-PROTEIN,0.5411593,12,oxyl,49,53
82,PMC4397698.txt,B-PROTEIN,0.5184649,13,in,53,55
83,PMC4397698.txt,B-PROTEIN,0.53029937,15,eos,56,59
84,PMC4397698.txt,B-PROTEIN,0.71112484,18,H,63,64
85,PMC4397698.txt,B-PROTEIN,0.59088755,19,&,64,65
86,PMC4397698.txt,B-PROTEIN,0.5162808,9,22,23,25
87,PMC4397698.txt,B-PROTEIN,0.51380014,24,23,54,56
88,PMC4397698.txt,B-PROTEIN,0.5090672,87,–,448,449
89,PMC4397698.txt,B-PROTEIN,0.65382844,92,▁Evans,421,427
90,PMC4397698.txt,B-PROTEIN,0.6825964,93,▁blue,427,432
91,PMC4397698.txt,B-PROTEIN,0.7610605,95,EB,434,436
92,PMC4397698.txt,I-DISEASE_DISORDER,0.50293875,46,▁gyrus,135,141
93,PMC4585277.txt,B-PROTEIN,0.83294487,50,▁a,287,289
94,PMC4585277.txt,B-PROTEIN,0.7604538,51,dren,289,293
95,PMC4585277.txt,B-PROTEIN,0.7339376,52,o,293,294
96,PMC4585277.txt,B-PROTEIN,0.71073663,53,cortico,294,301
97,PMC4585277.txt,B-PROTEIN,0.66431487,54,tropic,301,307
98,PMC4585277.txt,B-PROTEIN,0.5159063,55,▁hormone,307,315
99,PMC4585277.txt,B-PROTEIN,0.74417883,57,ACT,317,320
100,PMC4585277.txt,B-DISEASE_DISORDER,0.62656265,17,▁music,120,126
101,PMC4585277.txt,B-PROTEIN,0.7591482,20,▁Oxy,139,143
102,PMC4585277.txt,B-PROTEIN,0.72176975,21,t,143,144
103,PMC4585277.txt,B-PROTEIN,0.5318032,22,ocin,144,148
104,PMC4585277.txt,B-PROTEIN,0.60092604,24,▁ACT,152,156
105,PMC4585277.txt,B-PROTEIN,0.81313366,54,▁cortico,236,244
106,PMC4585277.txt,B-PROTEIN,0.7746885,55,tropin,244,250
107,PMC4585277.txt,B-PROTEIN,0.6252192,56,▁releasing,250,260
108,PMC4585277.txt,B-PROTEIN,0.5348668,58,factor,261,267
109,PMC4585277.txt,B-PROTEIN,0.7462565,60,C,269,270
110,PMC4585277.txt,B-PROTEIN,0.68818325,61,RF,270,272
111,PMC4585277.txt,I-DISEASE_DISORDER,0.5302457,98,▁gland,460,466
112,PMC4585277.txt,B-DISEASE_DISORDER,0.52760994,48,▁HPA,218,222
113,PMC4585277.txt,B-DISEASE_DISORDER,0.7581894,62,▁mental,329,336
114,PMC4585277.txt,I-DISEASE_DISORDER,0.62926555,63,▁illness,336,344
115,PMC4585277.txt,B-PROTEIN,0.80688965,1,▁dre,0,3
116,PMC4585277.txt,B-PROTEIN,0.78103274,2,no,3,5
117,PMC4585277.txt,B-PROTEIN,0.61800814,3,OT,10,12
118,PMC4095696.txt,B-DISEASE_DISORDER,0.5974529,52,heimer,146,152
119,PMC4095696.txt,B-DISEASE_DISORDER,0.52818793,53,’,152,153
120,PMC4095696.txt,B-PROTEIN,0.6998499,82,▁N,409,411
121,PMC4095696.txt,B-PROTEIN,0.6064055,84,methyl,412,418
122,PMC4095696.txt,B-PROTEIN,0.6566947,86,D,419,420
123,PMC4095696.txt,B-PROTEIN,0.6837175,90,N,432,433
124,PMC4095696.txt,B-PROTEIN,0.5646322,91,MDA,433,436
125,PMC4095696.txt,B-PROTEIN,0.579882,8,aspartate,14,23
126,PMC4095696.txt,B-PROTEIN,0.5963907,9,▁(,23,25
127,PMC4095696.txt,B-PROTEIN,0.7213494,36,beta,201,205
128,PMC4095696.txt,B-PROTEIN,0.5828641,34,modifying,135,144
129,PMC4095696.txt,B-PROTEIN,0.73746884,35,▁small,144,150
130,PMC4095696.txt,B-DISEASE_DISORDER,0.54290247,1,▁immuno,0,6
131,PMC4095696.txt,B-DISEASE_DISORDER,0.68103313,62,▁diabetes,274,283
132,PMC4095696.txt,I-DISEASE_DISORDER,0.70124763,55,▁agents,246,253
133,PMC4095696.txt,B-DISEASE_DISORDER,0.5520691,84,▁Cognitive,425,435
134,PMC4095696.txt,B-DISEASE_DISORDER,0.5099781,97,▁neurodegeneration,521,539
135,PMC4095696.txt,B-DISEASE_DISORDER,0.6372379,82,▁amyloidosis,382,394
136,PMC4095696.txt,B-DISEASE_DISORDER,0.68451965,35,▁cardiovascular,167,182
137,PMC4095696.txt,B-DISEASE_DISORDER,0.7749745,75,▁mild,401,406
138,PMC4380493.txt,I-DISEASE_DISORDER,0.7237408,68,▁impairment,220,231
139,PMC4380493.txt,B-DISEASE_DISORDER,0.5768616,50,mild,335,339
140,PMC4380493.txt,I-DISEASE_DISORDER,0.62554896,26,▁Disease,127,135
141,PMC4380493.txt,I-DISEASE_DISORDER,0.59774995,59,▁decline,412,420
142,PMC4380493.txt,B-DISEASE_DISORDER,0.5695395,52,▁sd,273,276
143,PMC4380493.txt,B-DISEASE_DISORDER,0.5661758,57,▁md,305,308
144,PMC4380493.txt,I-DISEASE_DISORDER,0.51271313,4,▁ability,19,27
145,PMC4380493.txt,B-DISEASE_DISORDER,0.5999171,94,▁Depression,519,530
146,PMC4380493.txt,B-DISEASE_DISORDER,0.60230845,98,CS,544,546
147,PMC4380493.txt,B-GENE,0.55747557,2,▁CDR,1,5
148,PMC4380493.txt,B-GENE,0.53378457,5,OB,7,9
149,PMC4380493.txt,B-DISEASE_DISORDER,0.52937585,93,dem,543,546
150,PMC4380493.txt,B-GENE,0.5226621,22,▁CMM,23,27
151,PMC4380493.txt,B-GENE,0.68292713,23,SE,27,29
152,PMC4380493.txt,B-GENE,0.59290826,56,▁ADA,69,73
153,PMC4380493.txt,B-GENE,0.6656918,57,S,73,74
154,PMC4380493.txt,B-GENE,0.60318756,59,Co,75,77
155,PMC4380493.txt,B-GENE,0.5762182,60,g,77,78
156,PMC4380493.txt,B-GENE,0.58674514,94,▁Recall,126,133
157,PMC4380493.txt,B-GENE,0.6066977,25,▁DAD,26,30
158,PMC4380493.txt,B-GENE,0.54563725,61,▁CSD,79,83
159,PMC4380493.txt,B-DISEASE_DISORDER,0.52558374,38,▁SCC,155,159
160,PMC4380493.txt,I-DISEASE_DISORDER,0.5069903,43,▁Complaints,180,191
161,PMC4380493.txt,B-GENE,0.51371044,37,▁Delayed,50,58
162,PMC4380493.txt,B-GENE,0.51564986,64,▁CV,97,100
163,PMC4380493.txt,B-GENE,0.5666749,65,FT,100,102
164,PMC4380493.txt,B-GENE,0.50670874,91,I,300,301
165,PMC4380493.txt,B-DISEASE_DISORDER,0.7163907,81,▁depressive,348,359
166,PMC4380493.txt,I-DISEASE_DISORDER,0.5987773,2,▁symptoms,10,19
167,PMC4380493.txt,B-PROTEIN,0.50415283,14,8,24,25
168,PMC4380493.txt,B-PROTEIN,0.5494064,16,2,26,27
169,PMC4380493.txt,B-PROTEIN,0.5333666,53,6,79,80
170,PMC4380493.txt,B-PROTEIN,0.5063471,64,4,87,88
171,PMC4380493.txt,B-PROTEIN,0.50395054,58,7,85,86
172,PMC4380493.txt,B-PROTEIN,0.5038453,89,5,133,134
173,PMC4380493.txt,B-GENE,0.5483485,40,▁CD,52,55
174,PMC4380493.txt,I-DISEASE_DISORDER,0.66728383,37,▁deficit,225,233
175,PMC4707222.txt,B-GENE,0.5696784,18,en,76,78
176,PMC4707222.txt,B-GENE,0.5095386,19,cb,78,80
177,PMC4707222.txt,B-GENE,0.50263363,20,che,80,83
178,PMC4707222.txt,I-DISEASE_DISORDER,0.61584514,62,generation,204,214
179,PMC4707222.txt,B-DISEASE_DISORDER,0.6771642,58,z,319,320
180,PMC4707222.txt,B-DISEASE_DISORDER,0.5366013,28,▁neuronal,151,160
181,PMC4707222.txt,B-DISEASE_DISORDER,0.5833991,38,▁hypoxia,181,189
182,PMC4707222.txt,B-DISEASE_DISORDER,0.50032926,40,▁toxic,190,196
183,PMC4707222.txt,B-DISEASE_DISORDER,0.66725314,46,▁mitochondrial,225,239
184,PMC4707222.txt,B-PROTEIN,0.729205,86,tau,458,461
185,PMC4707222.txt,B-PROTEIN,0.5450705,1,▁photo,0,5
186,PMC4707222.txt,B-PROTEIN,0.59065455,2,bio,5,8
187,PMC4707222.txt,B-PROTEIN,0.64390045,4,amyloid,18,25
188,PMC4707222.txt,B-PROTEIN,0.5078557,49,▁near,227,232
189,PMC4707222.txt,B-PROTEIN,0.5381603,66,phosphor,288,296
190,PMC4707222.txt,B-PROTEIN,0.5683735,68,▁tau,302,306
191,PMC4707222.txt,B-DISEASE_DISORDER,0.614342,76,▁gli,332,336
192,PMC4707222.txt,B-DISEASE_DISORDER,0.6639707,10,▁de,57,60
193,PMC4707222.txt,I-DISEASE_DISORDER,0.51473,12,ing,64,67
194,PMC4707222.txt,B-DISEASE_DISORDER,0.57315606,4,▁α,13,15
195,PMC4707222.txt,B-DISEASE_DISORDER,0.5403378,6,synuclein,16,25
196,PMC4707222.txt,B-PROTEIN,0.52241975,38,▁peptide,207,215
197,PMC4707222.txt,B-PROTEIN,0.50018615,67,▁pre,272,276
198,PMC4707222.txt,B-PROTEIN,0.56347775,68,sen,276,279
199,PMC4707222.txt,B-PROTEIN,0.55875826,69,ilin,279,283
200,PMC4707222.txt,B-DISEASE_DISORDER,0.85904956,77,▁protein,325,333
201,PMC4707222.txt,I-DISEASE_DISORDER,0.6546308,78,opathies,333,341
202,PMC4707222.txt,B-DISEASE_DISORDER,0.75524396,16,▁cerebral,82,91
203,PMC4707222.txt,I-DISEASE_DISORDER,0.63602704,17,▁vessels,91,99
204,PMC4707222.txt,B-PROTEIN,0.6180049,25,aden,138,142
205,PMC4707222.txt,B-PROTEIN,0.68275464,88,d,388,389
206,PMC4707222.txt,B-DISEASE_DISORDER,0.52458763,42,▁attention,198,208
207,PMC4707222.txt,I-DISEASE_DISORDER,0.5627537,98,a,465,466
208,PMC4707222.txt,B-DISEASE_DISORDER,0.5046323,13,▁substantia,69,80
209,PMC4707222.txt,I-DISEASE_DISORDER,0.5052387,51,▁nerve,232,238
210,PMC4707222.txt,B-DISEASE_DISORDER,0.5156114,1,▁',0,1
211,PMC4707222.txt,B-DISEASE_DISORDER,0.7377887,71,▁Lewy,329,334
212,PMC4707222.txt,B-PROTEIN,0.67465913,38,▁para,159,164
213,PMC4707222.txt,B-PROTEIN,0.6409678,39,quat,164,168
214,PMC4707222.txt,B-PROTEIN,0.6929582,41,▁rote,169,174
215,PMC4707222.txt,B-PROTEIN,0.6216597,42,none,174,178
216,PMC4707222.txt,B-PROTEIN,0.77072275,44,▁6,179,181
217,PMC4707222.txt,B-PROTEIN,0.67032653,45,OH,181,183
218,PMC4707222.txt,B-PROTEIN,0.6048311,46,DA,183,185
219,PMC4707222.txt,B-PROTEIN,0.7224051,49,▁hydroxy,188,196
220,PMC4707222.txt,B-PROTEIN,0.6123754,50,dopa,196,200
221,PMC4707222.txt,B-PROTEIN,0.5546058,51,mine,200,204
222,PMC4707222.txt,B-PROTEIN,0.5302867,54,▁MP,208,211
223,PMC4707222.txt,B-PROTEIN,0.5467971,55,TP,211,213
224,PMC4707222.txt,B-PROTEIN,0.7541201,61,phenyl,224,230
225,PMC4707222.txt,B-PROTEIN,0.73134756,64,",",232,233
226,PMC4707222.txt,B-PROTEIN,0.6760029,71,tetrahydro,239,249
227,PMC4707222.txt,B-PROTEIN,0.6189923,72,pyridine,249,257
228,PMC4707222.txt,B-DISEASE_DISORDER,0.8661546,28,▁park,83,88
229,PMC4707222.txt,B-DISEASE_DISORDER,0.7291574,29,inson,88,93
230,PMC4707222.txt,I-DISEASE_DISORDER,0.70876515,30,ism,93,96
231,PMC4707222.txt,B-DISEASE_DISORDER,0.5393275,81,▁motor,456,462
232,PMC4707222.txt,B-DISEASE_DISORDER,0.8494058,25,▁dyskinesia,98,109
233,PMC4707222.txt,I-DISEASE_DISORDER,0.5477637,92,▁circuitry,415,425
234,PMC4707222.txt,B-DISEASE_DISORDER,0.7195951,10,▁basal,52,58
235,PMC4707222.txt,B-PROTEIN,0.5860047,1,▁–,0,1
236,PMC4707222.txt,B-PROTEIN,0.6498473,2,10,1,3
237,PMC4707222.txt,B-PROTEIN,0.58021283,3,70,3,5
238,PMC4707222.txt,B-PROTEIN,0.56689763,46,r,200,201
239,PMC4707222.txt,B-DISEASE_DISORDER,0.9195161,55,▁retinal,250,258
240,PMC4707222.txt,B-DISEASE_DISORDER,0.67494,31,▁amyotrophic,75,87
241,PMC4707222.txt,I-DISEASE_DISORDER,0.5629616,33,▁sclerosis,95,105
242,PMC4707222.txt,B-DISEASE_DISORDER,0.84707016,44,▁multiple,127,136
243,PMC4707222.txt,B-DISEASE_DISORDER,0.6220175,12,▁ischaemic,62,72
244,PMC4707222.txt,B-DISEASE_DISORDER,0.57077885,13,▁stroke,72,79
245,PMC4707222.txt,B-DISEASE_DISORDER,0.58965445,43,▁depression,158,169
246,PMC4707222.txt,B-DISEASE_DISORDER,0.82030374,55,▁age,200,204
247,PMC4707222.txt,B-DISEASE_DISORDER,0.6472561,57,related,205,212
248,PMC4707222.txt,B-DISEASE_DISORDER,0.81885684,58,▁macular,212,220
249,PMC4707222.txt,I-DISEASE_DISORDER,0.68599224,59,▁degeneration,220,233
250,PMC4707222.txt,B-GENE,0.50965637,72,▁NI,269,272
251,PMC4707222.txt,B-DISEASE_DISORDER,0.59850335,53,▁apoptosis,283,293
252,PMC4707222.txt,B-DISEASE_DISORDER,0.51727784,57,▁necrosis,302,311
253,PMC4707222.txt,B-PROTEIN,0.6351968,99,K,377,378
254,PMC4707222.txt,B-PROTEIN,0.5537627,100,369,378,381
255,PMC4707222.txt,B-PROTEIN,0.55327135,25,shot,57,61
256,PMC4707222.txt,I-DISEASE_DISORDER,0.602762,31,lary,123,127
257,PMC4707222.txt,I-DISEASE_DISORDER,0.66825783,32,▁tangles,127,135
258,PMC4707222.txt,B-PROTEIN,0.50476,36,ylated,152,158
259,PMC4707222.txt,B-PROTEIN,0.53295374,2,▁APP,3,7
260,PMC4707222.txt,B-PROTEIN,0.5720126,3,/,7,8
261,PMC4707222.txt,B-PROTEIN,0.53800714,4,PS,8,10
262,PMC4707222.txt,B-DISEASE_DISORDER,0.52405125,20,neur,87,91
263,PMC4707222.txt,B-PROTEIN,0.54313827,60,▁K,244,246
264,PMC4707222.txt,B-PROTEIN,0.53294814,53,▁Heat,235,240
265,PMC4707222.txt,B-PROTEIN,0.5792861,54,▁shock,240,246
266,PMC4707222.txt,B-DISEASE_DISORDER,0.6672449,45,al,105,107
267,PMC4707222.txt,B-DISEASE_DISORDER,0.5438733,60,▁traumatic,296,306
268,PMC4707222.txt,I-DISEASE_DISORDER,0.5861577,62,▁injury,312,319
269,PMC4707222.txt,I-DISEASE_DISORDER,0.53779584,37,▁insult,173,180
270,PMC4707222.txt,B-PROTEIN,0.6761206,72,▁MPP,378,382
271,PMC4707222.txt,B-PROTEIN,0.5622141,73,+,382,383
272,PMC4707222.txt,B-PROTEIN,0.64199156,82,pyr,402,405
273,PMC4707222.txt,B-PROTEIN,0.5776954,83,idium,405,410
274,PMC4707222.txt,B-PROTEIN,0.6224285,1,▁phenyl,0,6
275,PMC4707222.txt,B-PROTEIN,0.5353069,59,rid,243,246
276,PMC4707222.txt,B-PROTEIN,0.6773239,92,ro,438,440
277,PMC4707222.txt,B-PROTEIN,0.6502984,93,ten,440,443
278,PMC4707222.txt,B-PROTEIN,0.60067374,94,one,443,446
279,PMC4707222.txt,B-PROTEIN,0.6941492,68,▁IV,249,252
280,PMC4707222.txt,B-PROTEIN,0.7639449,2,Fo,1,3
281,PMC4707222.txt,B-PROTEIN,0.7141792,53,53,175,177
282,PMC4707222.txt,B-PROTEIN,0.62756306,54,T,177,178
283,PMC4707222.txt,B-PROTEIN,0.6836843,55,(,178,179
284,PMC4707222.txt,B-PROTEIN,0.5319807,56,<,179,180
285,PMC4707222.txt,B-DISEASE_DISORDER,0.66924256,48,▁dopaminergic,131,144
286,PMC4707222.txt,B-DISEASE_DISORDER,0.9007062,72,▁front,386,392
287,PMC4707222.txt,B-DISEASE_DISORDER,0.60644287,74,temporal,393,401
288,PMC4707222.txt,I-DISEASE_DISORDER,0.58160985,60,ian,308,311
289,PMC4707222.txt,I-DISEASE_DISORDER,0.5189339,15,▁region,70,77
290,PMC4707222.txt,B-PROTEIN,0.51816916,69,morph,278,283
291,PMC4707222.txt,B-PROTEIN,0.5019226,70,ine,283,286
292,PMC4707222.txt,B-DISEASE_DISORDER,0.6269817,84,▁hemi,334,339
293,PMC4707222.txt,B-DISEASE_DISORDER,0.60055095,85,park,339,343
294,PMC4707222.txt,B-DISEASE_DISORDER,0.71118313,49,▁dental,219,226
295,PMC4707222.txt,I-DISEASE_DISORDER,0.5352965,50,▁problem,226,234
296,PMC4707222.txt,B-DISEASE_DISORDER,0.65414536,77,▁cancer,393,400
297,PMC4707222.txt,B-PROTEIN,0.7733907,69,▁cytochrome,280,291
298,PMC4707222.txt,B-PROTEIN,0.78212476,70,▁c,291,293
299,PMC4707222.txt,B-PROTEIN,0.5145799,71,▁oxidase,293,301
300,PMC4707222.txt,B-PROTEIN,0.56569,55,▁reactive,264,273
301,PMC4707222.txt,B-PROTEIN,0.698414,40,pro,200,203
302,PMC4707222.txt,B-PROTEIN,0.5937475,41,gen,203,206
303,PMC4707222.txt,B-PROTEIN,0.6648029,42,itor,206,210
304,PMC4707222.txt,B-PROTEIN,0.55005157,27,▁syn,153,157
305,PMC4707222.txt,B-DISEASE_DISORDER,0.7616551,59,▁atherosclerosis,305,321
306,PMC4707222.txt,B-DISEASE_DISORDER,0.7621848,61,▁hypertension,325,338
307,PMC4707222.txt,B-PROTEIN,0.52843046,50,▁pro,187,191
308,PMC4707222.txt,B-PROTEIN,0.6914977,22,kit,112,115
309,PMC4707222.txt,B-DISEASE_DISORDER,0.735139,34,▁myocardial,169,180
310,PMC4707222.txt,B-PROTEIN,0.6661364,77,m,390,391
311,PMC4707222.txt,B-PROTEIN,0.6975194,78,ito,391,394
312,PMC4707222.txt,B-PROTEIN,0.5131463,79,kine,394,398
313,PMC4707222.txt,B-PROTEIN,0.50355095,88,abs,416,419
314,PMC4707222.txt,B-PROTEIN,0.57918745,9,co,24,26
315,PMC4707222.txt,B-DISEASE_DISORDER,0.53761023,35,▁lateral,209,217
316,PMC4707222.txt,B-PROTEIN,0.6016031,70,EI,320,322
317,PMC4707222.txt,B-PROTEIN,0.67654145,72,acetyl,323,329
318,PMC4707222.txt,B-PROTEIN,0.5429771,75,▁ATP,354,358
319,PMC4707222.txt,B-PROTEIN,0.53760517,77,osine,362,367
320,PMC4707222.txt,B-PROTEIN,0.58604306,48,c,153,154
321,PMC4632531.txt,B-DISEASE_DISORDER,0.52825713,76,▁developmental,284,298
322,PMC4632531.txt,B-DISEASE_DISORDER,0.62580377,77,▁pros,298,303
323,PMC4632531.txt,B-DISEASE_DISORDER,0.5390303,78,op,303,305
324,PMC4632531.txt,I-DISEASE_DISORDER,0.51219857,80,sia,309,312
325,PMC4632531.txt,B-DISEASE_DISORDER,0.69055,64,▁face,297,302
326,PMC4632531.txt,B-DISEASE_DISORDER,0.61683655,95,▁DP,495,498
327,PMC4632531.txt,B-DISEASE_DISORDER,0.58035254,98,▁neurodevelopmental,488,507
328,PMC4632531.txt,B-GENE,0.57564104,30,AFC,161,164
329,PMC4632531.txt,B-DISEASE_DISORDER,0.50142646,52,▁TD,297,300
330,PMC4632531.txt,B-GENE,0.5081846,28,20,144,146
331,PMC4632531.txt,B-GENE,0.5329713,38,RT,164,166
332,PMC4632531.txt,B-GENE,0.57593787,12,▁PI,36,39
333,PMC4632531.txt,B-DISEASE_DISORDER,0.5209521,33,▁CCM,145,149
334,PMC4632531.txt,B-DISEASE_DISORDER,0.50204486,98,▁perceptual,525,536
335,PMC4632531.txt,B-DISEASE_DISORDER,0.52039427,58,▁psychiatric,331,343
336,PMC546007.txt,B-GENE,0.5474654,47,▁MI,125,128
337,PMC546007.txt,B-GENE,0.6388268,48,RAGE,128,132
338,PMC546007.txt,B-PROTEIN,0.50092995,66,▁APO,343,347
339,PMC546007.txt,B-PROTEIN,0.6368937,69,ε,349,350
340,PMC546007.txt,B-PROTEIN,0.59725034,96,▁ε,434,436
341,PMC546007.txt,B-PROTEIN,0.53004295,52,▁non,172,176
342,PMC546007.txt,I-DISEASE_DISORDER,0.56977475,26,ed,121,123
343,PMC546007.txt,B-DISEASE_DISORDER,0.5690829,40,▁demented,202,211
344,PMC546007.txt,B-DISEASE_DISORDER,0.50539666,93,▁cognitively,481,493
345,PMC546007.txt,B-DISEASE_DISORDER,0.5385783,14,▁NSAID,77,83
346,PMC546007.txt,B-DISEASE_DISORDER,0.7801342,54,▁inflammatory,284,297
347,PMC1851724.txt,I-DISEASE_DISORDER,0.50973,79,▁Health,235,242
348,PMC1851724.txt,B-DISEASE_DISORDER,0.6955745,92,▁Cerebro,292,300
349,PMC1851724.txt,B-DISEASE_DISORDER,0.63624686,61,▁congestive,235,246
350,PMC1851724.txt,B-DISEASE_DISORDER,0.7325751,68,▁transient,267,277
351,PMC1851724.txt,I-DISEASE_DISORDER,0.5803556,70,▁attack,286,293
352,PMC1851724.txt,B-DISEASE_DISORDER,0.56096417,45,▁CHF,265,269
353,PMC1851724.txt,B-DISEASE_DISORDER,0.52880454,48,▁TIA,273,277
354,PMC1851724.txt,B-DISEASE_DISORDER,0.5595716,26,▁cerebrovascular,135,151
